Agency,City,State,NTD ID,Organization Type,Reporter Type,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Bus,Bus with ULB Reported,Bus >= ULB,Articulated Bus,Articulated Bus with ULB Reported,Articulated Bus >= ULB,Over-the-Road Bus,Over-the-Road Bus with ULB Reported,Over-the-Road Bus >= ULB,Double Decker Bus,Double Decker Bus with ULB Reported,Double Decker Bus >= ULB,School Bus,SchoolBus with ULB Reported,School Bus >= ULB,Van,Van with ULB Reported,Van >= ULB,Cutaway,Cutaway with ULB Reported,Cutaway >= ULB,Automobile,Automobile with ULB Reported,Automobile >= ULB,Minivan,Minivan with ULB Reported,Minivan >= ULB,Sport Utility Vehicle,Sport Utility Vehicle with ULB Reported,Sport Utility Vehicle >= ULB,Trolleybus,TrolleyBus with ULB Reported,Trolleybus >= ULB,Heavy Rail Passenger Car,Heavy Rail Passenger Car with ULB Reported,Heavy Rail Passenger Car >= ULB,Light Rail Vehicle,Light Rail Vehicle with ULB Reported,Light Rail Vehicle >= ULB,Commuter Rail Passenger Coach,Commuter Rail Passenger Coach with ULB Reported,Commuter Rail Passenger Coach >= ULB,Commuter Rail Self-Propelled Passenger Car,Commuter Rail Self-Propelled Passenger Car with ULB Reported,Commuter Rail Self-Propelled Passenger Car >= ULB,Locomotive,Locomotive with ULB Reported,Locomotive >= ULB,Automated Guideway Vehicle,Automated Guideway Vehicle with ULB Reported,Automated Guideway Vehicle >= ULB,Vintage/Historic Trolley,Vintage/Historic Trolley with ULB Reported,Vintage/Historic Trolley >= ULB,Streetcar,Streetcar with ULB Reported,Streetcar >= ULB,Aerial Tramway,Aerial Tramway with ULB Reported,Aerial Tramway >= ULB,Monorail,Monorail >= ULB,Cable Car,Cable Car with ULB Reported,Cable Car >= ULB,Inclined Plane,Inclined Plane with ULB Reported,Inclined Plane >= ULB,Ferryboat,Ferryboat with ULB Reported,Ferryboat >= ULB,Other,Other with ULB Reported,Other >= ULB,Total Revenue Vehicles,Total with ULB Reported,Total Revenue Vehicles >= ULB,Automobiles,Automobiles >= ULB,Trucks and Other Rubber Tire Vehicles,Trucks and Other Rubber Tire Vehicles >= ULB,Steel Wheel Vehicles,Steel Wheel Vehicles >= ULB,Total Service Vehicles,Total Service Vehicles >= ULB
Pacific Transit,Raymond,WA,00322,Public Agency or Authority of Transit Service,Rural Reporter,,,,10,10,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,11,2,1,2,1,0,0,4,2
Valley Transit,Wasilla,AK,00327,Corporation,Rural Reporter,92459,"Wasilla--Knik-Fairview--North Lakes, AK","53,444",10,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,0,0,1,0,0,0,1,0
City of Canby,,OR,00330,County or Local Government Unit or Department of Transportation,Rural Reporter,71317,"Portland, OR--WA","2,104,238",10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,7,0,0,0,0,0,0,0,0
"Basin Transit Service, dba: Basin Transit Service Transportation District",Klamath Falls,OR,00339,Public Agency or Authority of Transit Service,Rural Reporter,,,,10,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,6,5,1,4,1,0,0,9,2
Ketchikan Gateway Borough,Ketchikan,AK,00358,County or Local Government Unit or Department of Transportation,Rural Reporter,,,,10,9,9,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,2,0,0,4,2,0,0,4,2
Harney County,Burns,OR,00374,County or Local Government Unit or Department of Transportation,Rural Reporter,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
Middletown Transit District,Middletown,CT,10063,Public Agency or Authority of Transit Service,Reduced Reporter,37243,"Hartford, CT","977,158",10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,1,1,2,0,0,0,3,1
Northeastern Connecticut Transit District,Dayville,CT,10156,Public Agency or Authority of Transit Service,Rural Reporter,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,3,0,0,0,0,0,0,0,0
Monmouth County Division of Transportation,Freehold,NJ,20933,County or Local Government Unit or Department of Transportation,Rural Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449",10,12,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,12,0,0,0,0,0,0,0,0
Sullivan County Transportation,Monticello,NY,20937,County or Local Government Unit or Department of Transportation,Rural Reporter,,,,10,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,4,0,0,0,0,0,0,0,0
RTS Genesee,Rochester,NY,20947,Public Agency or Authority of Transit Service,Rural Reporter,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0
Weirton Transit Corporation,Weirton,WV,30066,Publicly-Owned or Privately Chartered Corporation,Reduced Reporter,84859,"Steubenville--Weirton, OH--WV--PA","64,981",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,6,1,0,0,0,0,0,1,0
Pulaski Area Transit,Pulaski,VA,30115,Corporation,Rural Reporter,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,1,0,0,0,0,0,1,0
Little Kanawha Transit Authority,Mount Zion,WV,30162,Public Agency or Authority of Transit Service,Rural Reporter,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,7,7,7,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,12,1,0,1,1,0,0,2,1
"Call-A-Ride Service, Inc.",Lewistown,PA,31031,Agency on Aging,Rural Reporter,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,17,17,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10,0,0,0,0,0,0,0,0
"City of Hattiesburg, dba: Hub City Transit",Hattiesburg,MS,40060,County or Local Government Unit or Department of Transportation,Reduced Reporter,37594,"Hattiesburg, MS","80,821",10,16,16,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,9,3,0,1,0,0,0,4,0
"Council on Aging of St. Lucie, Inc., dba: Community Transit",Port Saint Lucie,FL,40097,Corporation,Reduced Reporter,71479,"Port St. Lucie, FL","437,745",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,6,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,9,0,0,3,3,0,0,3,3
Hernando County Board of County Commissioners,Brooksville,FL,40146,County or Local Government Unit or Department of Transportation,Reduced Reporter,84024,"Spring Hill, FL","169,050",10,12,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,6,1,0,0,0,0,0,1,0
Municipality of Barceloneta,,PR,40150,County or Local Government Unit or Department of Transportation,Reduced Reporter,5040,"Barceloneta--Florida--Bajadero, PR","65,070",10,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,6,0,0,3,2,0,0,3,2
Hoke County,Raeford,NC,40209,County or Local Government Unit or Department of Transportation,Reduced Reporter,29440,"Fayetteville, NC","325,008",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,2,0,0,1,1,0,0,1,1
City of Margate,Margate,FL,40256,County or Local Government Unit or Department of Transportation,Reduced Reporter,56602,"Miami--Fort Lauderdale, FL","6,077,522",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
City of Rock Hill,Rock Hill,SC,40270,County or Local Government Unit or Department of Transportation,Reduced Reporter,75745,"Rock Hill, SC","218,443",10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,1,1,1,0,0,0,2,1
Dekalb County Commission,Fort Payne,AL,40986,County or Local Government Unit or Department of Transportation,Rural Reporter,,,,10,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,2,0,0,0,0,0,0,0,0
Brunswick Transit System Inc.,Shallotte,NC,41058,Corporation,Rural Reporter,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0
Moore County,Carthage,NC,41064,County or Local Government Unit or Department of Transportation,Rural Reporter,69517,"Pinehurst--Southern Pines, NC","50,319",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,3,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,4,0,0,0,0,0,0,0,0
St. Clair County Commission,Ashville,AL,41076,County or Local Government Unit or Department of Transportation,Rural Reporter,,,,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,2,0,0,0,0,0,0,0,0
Lower Chattahoochee Regional Transit Authority,Morris,GA,41108,County or Local Government Unit or Department of Transportation,Rural Reporter,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,2,0,0,0,0,0,0,0,0
Whitfield County W.T.S.,Dalton,GA,41138,County or Local Government Unit or Department of Transportation,Rural Reporter,22069,"Dalton, GA","67,830",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,6,0,0,0,0,0,0,0,0
Wakulla County Transportation,Crawfordville,FL,41148,County or Local Government Unit or Department of Transportation,Rural Reporter,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,7,7,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,3,0,0,0,0,0,0,0,0
Stanly County,Albemarle,NC,41181,County or Local Government Unit or Department of Transportation,Rural Reporter,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,2,11,11,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,5,1,1,0,0,0,0,1,1
"City of Terre Haute , dba: Terre Haute Transit Utility",Terre Haute,IN,50053,County or Local Government Unit or Department of Transportation,Full Reporter,87139,"Terre Haute, IN","79,862",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,3,0,0,3,3,0,0,3,3
"City of Beloit, dba: Beloit Transit System",Beloit,WI,50109,County or Local Government Unit or Department of Transportation,Reduced Reporter,6760,"Beloit, WI--IL","63,073",10,10,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,3,0,0,1,1,0,0,1,1
Hancock Area Rural Transit,Greenfield,IN,50201,Corporation,Reduced Reporter,41212,"Indianapolis, IN","1,699,881",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,0,0,0,10,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,5,0,0,0,0,0,0,0,0
"City of Midland, dba: City of Midland Dial-A-Ride",Midland,MI,50207,County or Local Government Unit or Department of Transportation,Reduced Reporter,56980,"Midland, MI","52,340",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,7,0,0,0,0,0,0,0,0
Schoolcraft Transit Authority,Manistique,MI,50240,Public Agency or Authority of Transit Service,Rural Reporter,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,1,0,0,0,0,0,0,0,0
Cass County Transportation Authority,Cassopolis,MI,50310,Public Agency or Authority of Transit Service,Rural Reporter,,,,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,1,0,0,1,1,0,0,1,1
City of Watertown,Watertown,WI,50319,County or Local Government Unit or Department of Transportation,Rural Reporter,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,0,0,10,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,11,0,0,0,0,0,0,0,0
"Kankakee County, dba: SHOW BUS Public Transportation, NFP",Kankakee,IL,50328,County or Local Government Unit or Department of Transportation,Rural Reporter,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,1,0,0,0,0,0,0,0,0
City of Stevens Point,Stevens Point,WI,50359,County or Local Government Unit or Department of Transportation,Rural Reporter,,,,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,3,0,0,1,1,0,0,1,1
Huron County Transit,Norwalk,OH,50362,Corporation,Rural Reporter,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,1,0,0,0,0,0,0,0,0
Marion Area Transit,Marion,OH,50388,County or Local Government Unit or Department of Transportation,Rural Reporter,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,4,0,0,0,0,0,0,0,0
Mecosta Osceola Transit Authority,Big Rapids,MI,50416,Public Agency or Authority of Transit Service,Rural Reporter,,,,10,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,3,1,0,0,3,1
Logan Transit System,Glouster,OH,50438,Corporation,Rural Reporter,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,1,0,0,0,0,0,0,0,0
Harrison County Rural Transit,Cadiz,OH,50462,County or Local Government Unit or Department of Transportation,Rural Reporter,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,1,1,0,0,1,1
Lenawee Transportation Corporation,Adrian,MI,50473,County or Local Government Unit or Department of Transportation,Rural Reporter,,,,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0
City of Galesburg,Galesburg,IL,50502,County or Local Government Unit or Department of Transportation,Rural Reporter,,,,10,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,3,0,0,1,0,0,0,1,0
White Earth Band of Chippewa,Ogema,MN,55270,Tribe,Reduced Reporter,27,Minnesota Non-UZA,"2,336,986",10,12,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,3,0,0,2,0,0,0,2,0
Marshall County,Lacon,IL,55313,County or Local Government Unit or Department of Transportation,Rural Reporter,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,1,0,0,0,0,0,0,0,0
Washington County Commissioners,Marietta,OH,55324,County or Local Government Unit or Department of Transportation,Rural Reporter,67672,"Parkersburg, WV-OH","67,229",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,5,0,0,0,0,0,0,0,0
City of Port Arthur,Port Arthur,TX,60013,County or Local Government Unit or Department of Transportation,Reduced Reporter,70993,"Port Arthur, TX","116,819",10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,2,0,0,4,2,0,0,4,2
"City of Wichita Falls , dba: Falls RIde",Wichita Falls,TX,60035,County or Local Government Unit or Department of Transportation,Reduced Reporter,95104,"Wichita Falls, TX","97,039",10,16,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,8,0,0,1,0,0,0,1,0
"Terrebonne Parish Consolidated Government, dba: Good Earth Transit",Houma,LA,60080,County or Local Government Unit or Department of Transportation,Reduced Reporter,40375,"Houma, LA","145,482",10,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,6,1,0,0,6,1
"City of Fort Smith, dba: Fort Smith Transit",Fort Smith,AR,60086,County or Local Government Unit or Department of Transportation,Reduced Reporter,30925,"Fort Smith, AR--OK","125,811",10,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,1,0,4,0,0,0,5,0
Texarkana Urban Transit District,Texarkana,TX,60093,Public Agency or Authority of Transit Service,Reduced Reporter,87193,"Texarkana, TX--AR","78,744",10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,9,0,0,0,9,0
City of Edmond,Edmond,OK,60118,County or Local Government Unit or Department of Transportation,Reduced Reporter,65080,"Oklahoma City, OK","982,276",10,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,3,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,5,0,0,0,0,0,0,0,0
